# Expression Atlas			
"# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-7453"			
"# Timestamp: Tue, 18-Feb-2020 06:12:59"			
Gene ID	Gene Name	'PLX4720; 1 micromolar' vs 'none' .foldChange	'PLX4720; 1 micromolar' vs 'none'.pValue
ENSG00000147130	ZMYM3	0.1	0.869328694
ENSG00000147133	TAF1	0.1	0.762122899
ENSG00000147140	NONO	-0.2	0.696321138
ENSG00000147144	CCDC120	0.4	0.520017447
ENSG00000147145	LPAR4	1.9	0.048905166
ENSG00000147155	EBP	-1.5	0.008486956
ENSG00000147162	OGT	0.4	0.248955522
ENSG00000147164	SNX12	-0.4	0.235268868
ENSG00000147166	ITGB1BP2	-1.4	0.039072087
ENSG00000147168	IL2RG	-0.5	0.772853326
ENSG00000147174	GCNA	0.8	0.076407438
ENSG00000147180	ZNF711	-0.1	0.957255704
ENSG00000147183	CPXCR1	-1.3	0.329508177
ENSG00000147202	DIAPH2	-0.4	0.473736762
ENSG00000147224	PRPS1	-1.8	1.61E-08
ENSG00000147231	RADX	-0.6	0.283119871
ENSG00000147251	DOCK11	-0.4	0.35048891
ENSG00000147255	IGSF1	0.4	0.722128288
ENSG00000147274	RBMX	-1	5.86E-04
ENSG00000147316	MCPH1	-0.4	0.320722665
ENSG00000147324	MFHAS1	-1.7	8.49E-08
ENSG00000147364	FBXO25	0.5	0.161944571
ENSG00000147381	MAGEA4	-0.5	0.185016457
ENSG00000147383	NSDHL	-0.6	0.176053159
ENSG00000147394	ZNF185	1.1	0.009608028
ENSG00000147400	CETN2	-0.8	0.025556285
ENSG00000147403	RPL10	0.5	0.349491316
ENSG00000147408	CSGALNACT1	0.6	0.086026153
ENSG00000147416	ATP6V1B2	-0.3	0.444840757
ENSG00000147419	CCDC25	-0.4	0.337721117
ENSG00000147421	HMBOX1	0.2	0.669119587
ENSG00000147434	CHRNA6	1.7	0.099603113
ENSG00000147437	GNRH1	-1.4	0.013642746
ENSG00000147439	BIN3	0.1	0.82262615
ENSG00000147454	SLC25A37	-0.1	0.844982848
ENSG00000147457	CHMP7	-0.6	0.037152285
ENSG00000147459	DOCK5	-0.9	5.51E-04
ENSG00000147471	PLPBP	-0.3	0.384888521
ENSG00000147475	ERLIN2	-0.6	0.083501803
ENSG00000147481	SNTG1	7.1	6.98E-18
ENSG00000147485	PXDNL	2	0.0266634
ENSG00000147488	ST18	-3.2	0.016095681
ENSG00000147509	RGS20	0.6	0.289117884
ENSG00000147526	TACC1	-1.9	6.35E-09
ENSG00000147533	GOLGA7	-0.8	0.028499775
ENSG00000147535	PLPP5	-0.1	0.778873866
ENSG00000147536	GINS4	-3.9	1.60E-29
ENSG00000147548	NSD3	-0.6	0.115275974
ENSG00000147573	TRIM55	2	0.163334601
ENSG00000147576	ADHFE1	3.9	5.08E-11
ENSG00000147586	MRPS28	-0.1	0.891466925
ENSG00000147592	LACTB2	-1	0.097918317
ENSG00000147601	TERF1	-0.7	0.078291541
ENSG00000147604	RPL7	-0.4	0.348649601
ENSG00000147606	SLC26A7	3.1	4.45E-04
ENSG00000147642	SYBU	1.4	1.76E-04
ENSG00000147647	DPYS	0.1	0.969904802
ENSG00000147649	MTDH	-1.3	8.25E-04
ENSG00000147650	LRP12	-0.3	0.394150504
ENSG00000147654	EBAG9	-0.9	0.058203022
ENSG00000147669	POLR2K	-1.7	1.39E-04
ENSG00000147676	MAL2	-1.8	0.002523035
ENSG00000147677	EIF3H	0.1	0.829608265
ENSG00000147679	UTP23	-1.1	0.012764266
ENSG00000147684	NDUFB9	-1.1	0.004427622
ENSG00000147687	TATDN1	-1	0.034350854
ENSG00000147724	FAM135B	5.7	2.56E-25
ENSG00000147789	ZNF7	0.2	0.59414534
ENSG00000147799	ARHGAP39	-1.1	0.074320921
ENSG00000147804	SLC39A4	0.7	0.460197342
ENSG00000147813	NAPRT	0.7	0.515457812
ENSG00000147852	VLDLR	0.7	0.059327468
ENSG00000147853	AK3	0.5	0.228142238
ENSG00000147854	UHRF2	-0.3	0.555931264
ENSG00000147862	NFIB	-2.1	3.80E-11
ENSG00000147872	PLIN2	-1.2	5.23E-06
ENSG00000147874	HAUS6	-1.8	2.81E-06
ENSG00000147889	CDKN2A	0.6	0.329836405
ENSG00000147894	C9orf72	-0.4	0.493236462
ENSG00000147905	ZCCHC7	-0.2	0.707893675
ENSG00000147912	FBXO10	0.8	0.102811506
ENSG00000147955	SIGMAR1	-1.1	0.004827813
ENSG00000147996	CBWD5	-1.4	1.83E-04
ENSG00000148019	CEP78	-2.5	4.72E-12
ENSG00000148053	NTRK2	3.6	2.24E-14
ENSG00000148057	IDNK	0.8	0.075940025
ENSG00000148082	SHC3	2.8	0.002460508
ENSG00000148090	AUH	0.3	0.499189928
ENSG00000148110	MFSD14B	-0.5	0.10340837
ENSG00000148120	AOPEP	0.4	0.278772791
ENSG00000148143	ZNF462	0.3	0.278811119
ENSG00000148153	INIP	-1.4	3.95E-04
ENSG00000148154	UGCG	-1.5	8.38E-05
ENSG00000148158	SNX30	-0.9	0.001296825
ENSG00000148175	STOM	-0.7	0.023513456
ENSG00000148180	GSN	1.1	0.152189942
ENSG00000148187	MRRF	-0.6	0.054412272
ENSG00000148200	NR6A1	0.7	0.079661403
ENSG00000148204	CRB2	0.3	0.871743472
ENSG00000148218	ALAD	1	0.001290131
ENSG00000148219	ASTN2	0.4	0.559536255
ENSG00000148225	WDR31	2.7	1.70E-14
ENSG00000148229	POLE3	-2.1	3.66E-09
ENSG00000148248	SURF4	-0.2	0.627587075
ENSG00000148288	GBGT1	1.3	0.048269225
ENSG00000148290	SURF1	1.6	7.75E-05
ENSG00000148291	SURF2	-0.4	0.559518165
ENSG00000148296	SURF6	-0.6	0.143696487
ENSG00000148297	MED22	-1.2	0.04880582
ENSG00000148300	REXO4	-0.2	0.780294739
ENSG00000148303	RPL7A	0.5	0.384839235
ENSG00000148308	GTF3C5	-0.2	0.794778658
ENSG00000148331	ASB6	0.2	0.808667583
ENSG00000148334	PTGES2	0.1	0.887292161
ENSG00000148335	NTMT1	-0.8	0.29559299
ENSG00000148337	CIZ1	0.5	0.432225923
ENSG00000148339	SLC25A25	-0.6	0.374130212
ENSG00000148341	SH3GLB2	1.1	0.158896643
ENSG00000148343	MIGA2	0.4	0.686629301
ENSG00000148344	PTGES	-1.9	3.75E-04
ENSG00000148356	LRSAM1	0.5	0.4222443
ENSG00000148358	GPR107	0.2	0.462932464
ENSG00000148362	PAXX	0.2	0.894788427
ENSG00000148384	INPP5E	0.1	0.908131014
ENSG00000148396	SEC16A	0.2	0.661081629
ENSG00000148399	DPH7	0.4	0.421536965
ENSG00000148400	NOTCH1	0.3	0.604344691
ENSG00000148408	CACNA1B	3	0.00729852
ENSG00000148411	NACC2	0.5	0.216492216
ENSG00000148429	USP6NL	-0.1	0.880013505
ENSG00000148444	COMMD3	-0.1	0.829149098
ENSG00000148450	MSRB2	1.4	0.002006993
ENSG00000148459	PDSS1	-2.7	1.41E-16
ENSG00000148468	FAM171A1	-1.8	2.24E-07
ENSG00000148483	TMEM236	1	0.425745507
ENSG00000148484	RSU1	-0.9	0.001545198
ENSG00000148488	ST8SIA6	1.1	0.451552308
ENSG00000148498	PARD3	0.3	0.40982866
ENSG00000148513	ANKRD30A	0.4	0.445603061
ENSG00000148516	ZEB1	-1	0.002794038
ENSG00000148541	FAM13C	1.5	0.202972129
ENSG00000148572	NRBF2	0.2	0.762937398
ENSG00000148600	CDHR1	-1.6	0.031981186
ENSG00000148604	RGR	2	0.004201193
ENSG00000148606	POLR3A	-0.4	0.214900725
ENSG00000148634	HERC4	-0.3	0.50638264
ENSG00000148655	LRMDA	2.7	2.73E-06
ENSG00000148660	CAMK2G	-0.2	0.626098126
ENSG00000148672	GLUD1	-0.9	0.001599449
ENSG00000148677	ANKRD1	-2.2	4.83E-06
ENSG00000148680	HTR7	-1.5	2.04E-05
ENSG00000148688	RPP30	-1.3	1.55E-04
ENSG00000148690	FRA10AC1	-0.5	0.311189237
ENSG00000148700	ADD3	1.7	1.02E-05
ENSG00000148704	VAX1	-1.4	0.279277318
ENSG00000148719	DNAJB12	0.4	0.500666448
ENSG00000148730	EIF4EBP2	-0.5	0.192335612
ENSG00000148734	NPFFR1	0.1	0.945603272
ENSG00000148735	PLEKHS1	2.3	7.88E-16
ENSG00000148737	TCF7L2	0.2	0.656403155
ENSG00000148773	MKI67	-6.5	1.20E-88
ENSG00000148803	FUOM	1.2	0.195610556
ENSG00000148814	LRRC27	1.1	0.003372673
ENSG00000148824	MTG1	-0.1	0.846259223
ENSG00000148832	PAOX	1.3	0.388682835
ENSG00000148834	GSTO1	-0.9	0.030248924
ENSG00000148835	TAF5	-2.3	5.55E-10
ENSG00000148840	PPRC1	-1.4	0.008116189
ENSG00000148841	ITPRIP	-0.5	0.349410973
ENSG00000148842	CNNM2	1.2	2.64E-04
ENSG00000148843	PDCD11	-0.8	0.062622661
ENSG00000148848	ADAM12	1	0.003141545
ENSG00000148908	RGS10	-0.2	0.641517326
ENSG00000148925	BTBD10	-1.2	0.005014094
ENSG00000148926	ADM	-2.9	1.13E-09
ENSG00000148935	GAS2	2	8.93E-04
ENSG00000148942	SLC5A12	3.6	1.35E-18
ENSG00000148943	LIN7C	-0.8	0.130116751
ENSG00000148948	LRRC4C	1.9	0.014661668
ENSG00000148950	IMMP1L	-1.3	0.004753868
ENSG00000148985	PGAP2	0.2	0.610498649
ENSG00000149016	TUT1	0.4	0.46311829
ENSG00000149043	SYT8	3	0.02258313
ENSG00000149050	ZNF214	0.5	0.424778409
ENSG00000149054	ZNF215	-1.9	1.18E-06
ENSG00000149084	HSD17B12	-1	0.014159608
ENSG00000149089	APIP	-0.9	0.070134122
ENSG00000149090	PAMR1	1	0.550150806
ENSG00000149091	DGKZ	-0.1	0.942020786
ENSG00000149100	EIF3M	-0.9	0.029183037
ENSG00000149115	TNKS1BP1	0.2	0.770067754
ENSG00000149131	SERPING1	2.7	0.036872004
ENSG00000149136	SSRP1	-1.3	5.32E-05
ENSG00000149150	SLC43A1	0.4	0.563807719
ENSG00000149177	PTPRJ	-0.5	0.111722113
ENSG00000149179	C11orf49	0.9	0.024676041
ENSG00000149182	ARFGAP2	1	0.066713925
ENSG00000149187	CELF1	-0.5	0.066660218
ENSG00000149196	HIKESHI	-0.2	0.754041264
ENSG00000149201	CCDC81	1	0.343542035
ENSG00000149212	SESN3	3.9	2.22E-26
ENSG00000149218	ENDOD1	0.5	0.123699409
ENSG00000149231	CCDC82	-0.7	0.159292448
ENSG00000149243	KLHL35	0.9	0.328662144
ENSG00000149257	SERPINH1	0.2	0.820153242
ENSG00000149260	CAPN5	0.3	0.637259505
ENSG00000149262	INTS4	-1.2	2.68E-05
ENSG00000149269	PAK1	-1.1	4.47E-05
ENSG00000149273	RPS3	0.1	0.812095529
ENSG00000149289	ZC3H12C	-0.9	0.031253867
ENSG00000149292	TTC12	0.4	0.213125329
ENSG00000149294	NCAM1	-0.6	0.439766809
ENSG00000149295	DRD2	3.4	6.34E-09
ENSG00000149308	NPAT	-1.4	2.96E-05
ENSG00000149313	AASDHPPT	-1.5	6.88E-05
ENSG00000149328	GLB1L2	-1.4	0.004541728
ENSG00000149346	SLX4IP	0.1	0.875665089
ENSG00000149357	LAMTOR1	0.1	0.871080152
ENSG00000149380	P4HA3	-1.4	0.139769956
ENSG00000149428	HYOU1	-0.2	0.794190025
ENSG00000149474	KAT14	0.6	0.046970775
ENSG00000149476	TKFC	0.9	0.103584568
ENSG00000149480	MTA2	-0.6	0.145895502
ENSG00000149483	TMEM138	-0.6	0.065184421
ENSG00000149485	FADS1	-0.7	0.040776145
ENSG00000149489	ROM1	1.9	4.12E-05
ENSG00000149499	EML3	1.3	0.029417431
ENSG00000149503	INCENP	-1.5	5.89E-05
ENSG00000149506	ZP1	0.7	0.500431447
ENSG00000149507	OOSP2	2.4	0.04377579
ENSG00000149516	MS4A3	4.3	2.04E-07
ENSG00000149527	PLCH2	1.4	0.323030041
ENSG00000149531	FRG1BP	0.3	0.498880319
ENSG00000149532	CPSF7	-0.1	0.691459478
ENSG00000149541	B3GAT3	0.8	0.335741034
ENSG00000149547	EI24	-1.2	2.00E-04
ENSG00000149548	CCDC15	-4.1	9.61E-20
ENSG00000149554	CHEK1	-2.8	3.39E-17
ENSG00000149557	FEZ1	0.6	0.060656767
ENSG00000149564	ESAM	0.6	0.323311229
ENSG00000149571	KIRREL3	0.9	0.10417897
ENSG00000149577	SIDT2	2.4	1.31E-05
ENSG00000149582	TMEM25	0.6	0.635349281
ENSG00000149591	TAGLN	1.7	4.08E-04
ENSG00000149599	DUSP15	2.4	2.30E-04
ENSG00000149600	COMMD7	-0.2	0.722704291
ENSG00000149609	C20orf144	0.5	0.695318318
ENSG00000149633	KIAA1755	1.8	0.017903894
ENSG00000149634	SPATA25	2.3	5.81E-04
ENSG00000149636	DSN1	-3.1	2.44E-21
ENSG00000149639	SOGA1	-1.3	2.23E-04
ENSG00000149646	CNBD2	-1.2	0.143666368
ENSG00000149657	LSM14B	-0.4	0.365010436
ENSG00000149658	YTHDF1	-0.2	0.592081575
ENSG00000149679	CABLES2	0.1	0.844681075
ENSG00000149716	LTO1	0.3	0.395488894
ENSG00000149743	TRPT1	1.7	0.009229229
ENSG00000149761	NUDT22	1.4	0.004972964
ENSG00000149781	FERMT3	1.2	0.377835409
ENSG00000149782	PLCB3	0.2	0.85602186
ENSG00000149792	MRPL49	-0.5	0.30436519
ENSG00000149806	FAU	0.1	0.88594855
ENSG00000149809	TM7SF2	3.2	4.37E-07
ENSG00000149823	VPS51	0.7	0.387982833
ENSG00000149922	TBX6	2.7	5.16E-04
ENSG00000149923	PPP4C	0.3	0.700860425
ENSG00000149925	ALDOA	-0.9	0.204469984
ENSG00000149926	TLCD3B	1	0.476336118
ENSG00000149927	DOC2A	2.2	1.95E-04
ENSG00000149929	HIRIP3	-0.6	0.285307187
ENSG00000149930	TAOK2	0.5	0.406221522
ENSG00000149932	TMEM219	1.5	1.19E-04
ENSG00000149948	HMGA2	-2.2	3.57E-17
ENSG00000149968	MMP3	-0.2	0.847779843
ENSG00000149970	CNKSR2	-1.9	6.94E-06
ENSG00000149972	CNTN5	2.4	3.23E-04
ENSG00000150051	MKX	-1	0.319310144
ENSG00000150054	MPP7	-0.3	0.726744799
ENSG00000150093	ITGB1	-0.5	0.118196589
ENSG00000150275	PCDH15	4.9	1.44E-19
ENSG00000150316	CWC15	-1.2	0.00326716
ENSG00000150337	FCGR1A	4.3	1.79E-04
ENSG00000150347	ARID5B	0.8	0.010272096
ENSG00000150394	CDH8	0.6	0.389022196
ENSG00000150401	DCUN1D2	-0.4	0.29276635
ENSG00000150403	TMCO3	-0.4	0.15298042
ENSG00000150433	TMEM218	-0.3	0.41254866
ENSG00000150455	TIRAP	0.5	0.288491531
ENSG00000150456	EEF1AKMT1	-0.9	0.039153568
ENSG00000150457	LATS2	-0.6	0.11340277
ENSG00000150459	SAP18	-0.9	0.009578222
ENSG00000150471	ADGRL3	2.1	4.62E-08
ENSG00000150477	KIAA1328	-0.8	0.063388739
ENSG00000150510	FAM124A	-1.5	0.02630774
ENSG00000150527	MIA2	-0.6	0.101998573
ENSG00000150540	HNMT	-0.4	0.391598216
ENSG00000150551	LYPD1	0.1	0.877039547
ENSG00000150556	LYPD6B	-2.6	0.052189364
ENSG00000150593	PDCD4	-0.5	0.18274972
ENSG00000150594	ADRA2A	-1	0.33767922
ENSG00000150625	GPM6A	2.6	3.23E-06
ENSG00000150627	WDR17	-1.2	0.005129138
ENSG00000150628	SPATA4	2	0.012841818
ENSG00000150630	VEGFC	-1.6	1.67E-05
ENSG00000150636	CCDC102B	0.8	0.043214494
ENSG00000150637	CD226	-1.7	0.046328465
ENSG00000150656	CNDP1	0.8	0.634556637
ENSG00000150667	FSIP1	-0.6	0.276518409
ENSG00000150672	DLG2	-0.3	0.574201589
ENSG00000150681	RGS18	1.3	0.389000794
ENSG00000150687	PRSS23	1	4.90E-04
ENSG00000150712	MTMR12	-0.9	0.001672078
ENSG00000150722	PPP1R1C	-1.5	0.013816534
ENSG00000150753	CCT5	-2.1	1.83E-13
ENSG00000150756	ATPSCKMT	-0.4	0.331649623
ENSG00000150760	DOCK1	0.7	0.030694578
ENSG00000150764	DIXDC1	-0.9	0.0091442
ENSG00000150768	DLAT	-1.6	7.82E-06
ENSG00000150773	PIH1D2	0.4	0.526621664
ENSG00000150776	NKAPD1	-0.2	0.730996513
ENSG00000150779	TIMM8B	-0.4	0.280667278
ENSG00000150782	IL18	0.4	0.591283127
ENSG00000150783	TEX12	0.1	0.947547416
ENSG00000150787	PTS	-2.2	1.09E-06
ENSG00000150867	PIP4K2A	-0.2	0.63040827
ENSG00000150873	C2orf50	-0.5	0.764149069
ENSG00000150893	FREM2	2.9	3.15E-25
ENSG00000150907	FOXO1	1.4	2.09E-05
ENSG00000150938	CRIM1	-1.2	8.42E-05
ENSG00000150961	SEC24D	-0.7	0.031507286
ENSG00000150967	ABCB9	1.1	0.04412611
ENSG00000150977	RILPL2	0.4	0.219982083
ENSG00000150990	DHX37	-0.7	0.312687331
ENSG00000150991	UBC	0.5	0.298968256
ENSG00000150995	ITPR1	-0.4	0.282108557
ENSG00000151006	PRSS53	0.2	0.793987314
ENSG00000151012	SLC7A11	-3.1	1.37E-11
ENSG00000151014	NOCT	-1.5	9.16E-06
ENSG00000151023	ENKUR	3	1.39E-04
ENSG00000151025	GPR158	0.6	0.16515777
ENSG00000151062	CACNA2D4	1.7	0.018179853
ENSG00000151065	DCP1B	0.5	0.134333685
ENSG00000151067	CACNA1C	1.7	0.049245104
ENSG00000151090	THRB	-1.7	1.85E-05
ENSG00000151092	NGLY1	-0.4	0.396346873
ENSG00000151093	OXSM	-0.4	0.374253788
ENSG00000151116	UEVLD	-0.5	0.262621837
ENSG00000151117	TMEM86A	2.4	4.06E-07
ENSG00000151131	C12orf45	-1.2	0.00503982
ENSG00000151135	TMEM263	-0.5	0.228156654
ENSG00000151136	BTBD11	-4	5.35E-05
ENSG00000151148	UBE3B	0.8	0.017861972
ENSG00000151150	ANK3	4.4	1.37E-39
ENSG00000151151	IPMK	-1.2	0.007469856
ENSG00000151164	RAD9B	0.5	0.582850841
ENSG00000151176	PLBD2	0.7	0.051651875
ENSG00000151208	DLG5	0.6	0.367759137
ENSG00000151229	SLC2A13	0.3	0.533725743
ENSG00000151233	GXYLT1	-1.2	0.006358148
ENSG00000151239	TWF1	-1.1	0.016980872
ENSG00000151240	DIP2C	1.2	8.80E-04
ENSG00000151247	EIF4E	-2.1	2.30E-08
ENSG00000151276	MAGI1	-0.1	0.892081972
ENSG00000151287	TEX30	-3.5	2.43E-14
ENSG00000151292	CSNK1G3	-0.7	0.109416468
ENSG00000151304	SRFBP1	-1.4	2.64E-04
ENSG00000151320	AKAP6	3.5	2.84E-18
ENSG00000151322	NPAS3	1.7	0.005583251
ENSG00000151327	FAM177A1	-0.3	0.588711657
ENSG00000151332	MBIP	-1	0.020640205
ENSG00000151338	MIPOL1	-0.3	0.516448113
ENSG00000151353	TMEM18	-0.8	0.023473965
ENSG00000151364	KCTD14	0.3	0.878189826
ENSG00000151366	NDUFC2	-1.2	0.010522776
ENSG00000151376	ME3	1.9	1.53E-07
ENSG00000151388	ADAMTS12	-2.9	1.95E-24
ENSG00000151413	NUBPL	-0.4	0.313299243
ENSG00000151414	NEK7	-0.9	0.059520684
ENSG00000151422	FER	-0.6	0.174842856
ENSG00000151445	VIPAS39	-0.1	0.86210308
ENSG00000151458	ANKRD50	-0.3	0.371330923
ENSG00000151461	UPF2	-0.8	0.018259188
ENSG00000151465	CDC123	-1.7	1.07E-06
ENSG00000151466	SCLT1	-1.5	1.04E-04
ENSG00000151468	CCDC3	0.9	0.474170567
ENSG00000151470	C4orf33	0.4	0.469801644
ENSG00000151474	FRMD4A	0.2	0.779225651
ENSG00000151490	PTPRO	-2.3	2.08E-04
ENSG00000151491	EPS8	-0.4	0.371149157
ENSG00000151498	ACAD8	0.7	0.017625019
ENSG00000151500	THYN1	-0.4	0.354581719
ENSG00000151502	VPS26B	0.2	0.658606987
ENSG00000151503	NCAPD3	-2.3	3.14E-21
ENSG00000151532	VTI1A	-0.2	0.508845842
ENSG00000151552	QDPR	-0.5	0.131921785
ENSG00000151553	FAM160B1	-0.2	0.641931118
ENSG00000151572	ANO4	-0.6	0.364758071
ENSG00000151575	TEX9	-0.2	0.760270303
ENSG00000151576	QTRT2	-1.6	3.34E-09
ENSG00000151612	ZNF827	1.2	9.75E-07
ENSG00000151617	EDNRA	-1.3	0.144275649
ENSG00000151623	NR3C2	1.1	0.170636316
ENSG00000151632	AKR1C2	-0.7	0.065542293
ENSG00000151640	DPYSL4	1.1	0.479044262
ENSG00000151651	ADAM8	1.4	0.075052451
ENSG00000151655	ITIH2	0.9	0.544412686
ENSG00000151657	KIN	-0.8	0.066832452
ENSG00000151665	PIGF	-0.4	0.42480614
ENSG00000151687	ANKAR	0.5	0.333382685
ENSG00000151689	INPP1	-0.4	0.271904184
ENSG00000151690	MFSD6	0.8	0.024620787
ENSG00000151692	RNF144A	2.5	3.73E-17
ENSG00000151693	ASAP2	0.2	0.69614764
ENSG00000151694	ADAM17	0.1	0.873960685
ENSG00000151702	FLI1	-1.9	8.04E-05
ENSG00000151715	TMEM45B	-1.3	0.156762215
ENSG00000151718	WWC2	-0.3	0.333114927
ENSG00000151725	CENPU	-3.6	1.08E-15
ENSG00000151726	ACSL1	0.8	0.033807912
ENSG00000151743	AMN1	-0.5	0.365570856
ENSG00000151746	BICD1	-0.2	0.552056694
ENSG00000151748	SAV1	-1.5	3.25E-05
ENSG00000151773	CCDC122	1	0.031687212
ENSG00000151779	NBAS	0.2	0.675183038
ENSG00000151789	ZNF385D	1	0.021423136
ENSG00000151790	TDO2	-0.4	0.765214411
ENSG00000151806	GUF1	-0.4	0.457901906
ENSG00000151834	GABRA2	3.4	8.31E-05
ENSG00000151835	SACS	-1.4	2.58E-04
ENSG00000151846	PABPC3	0.1	0.939020112
ENSG00000151849	CENPJ	-1.3	0.001518017
ENSG00000151876	FBXO4	0.2	0.7175016
ENSG00000151881	TMEM267	-1.3	0.012608274
ENSG00000151882	CCL28	0.5	0.184058005
ENSG00000151883	PARP8	0.9	0.007856555
ENSG00000151892	GFRA1	0.9	0.377390164
ENSG00000151893	CACUL1	-1.1	0.003400203
ENSG00000151914	DST	1.5	3.06E-06
ENSG00000151917	BEND6	1.5	2.47E-05
ENSG00000151923	TIAL1	-0.5	0.243020281
ENSG00000151929	BAG3	-2	5.60E-07
ENSG00000151962	RBM46	1.5	0.003691034
ENSG00000151967	SCHIP1	0.3	0.598232268
ENSG00000152056	AP1S3	-1.6	0.001430458
ENSG00000152061	RABGAP1L	-0.3	0.459802712
ENSG00000152076	CCDC74B	1.2	0.139242256
ENSG00000152078	TLCD4	-1	0.075297393
ENSG00000152082	MZT2B	0.2	0.878862026
ENSG00000152092	ASTN1	2.1	3.71E-07
ENSG00000152102	FAM168B	-0.6	0.041486174
ENSG00000152104	PTPN14	-0.8	0.002682087
ENSG00000152117	AC073869.1	0.2	0.713523298
ENSG00000152127	MGAT5	0.2	0.664756041
ENSG00000152128	TMEM163	-1.2	0.23136256
ENSG00000152133	GPATCH11	-0.6	0.154403467
ENSG00000152137	HSPB8	0.7	0.105137439
ENSG00000152147	GEMIN6	-1.4	1.85E-04
ENSG00000152154	TMEM178A	5.5	2.44E-07
ENSG00000152192	POU4F1	1	0.022941562
ENSG00000152193	OBI1	-2.2	5.65E-09
ENSG00000152208	GRID2	-1.5	5.50E-04
ENSG00000152217	SETBP1	1.4	3.83E-05
ENSG00000152219	ARL14EP	-0.6	0.187980843
ENSG00000152223	EPG5	0.4	0.227126189
ENSG00000152229	PSTPIP2	-1.9	0.189450738
ENSG00000152234	ATP5F1A	-0.4	0.214162859
ENSG00000152240	HAUS1	-1.5	0.0017199
ENSG00000152242	C18orf25	-0.7	0.07547081
ENSG00000152253	SPC25	-7.2	2.68E-28
ENSG00000152256	PDK1	-1.9	7.66E-07
ENSG00000152270	PDE3B	-2.7	5.94E-04
ENSG00000152284	TCF7L1	1.9	0.003705899
ENSG00000152291	TGOLN2	0.1	0.722704291
ENSG00000152292	SH2D6	1.3	0.144002948
ENSG00000152332	UHMK1	-0.8	0.086003516
ENSG00000152359	POC5	-1	0.026545843
ENSG00000152377	SPOCK1	-0.2	0.630508787
ENSG00000152380	FAM151B	1.1	0.022720287
ENSG00000152382	TADA1	-1.1	0.010863796
ENSG00000152402	GUCY1A2	5.3	8.69E-10
ENSG00000152404	CWF19L2	-1.5	2.21E-04
ENSG00000152409	JMY	0.4	0.401968335
ENSG00000152413	HOMER1	-1.5	2.72E-05
ENSG00000152422	XRCC4	-1.2	0.011021288
ENSG00000152433	ZNF547	0.1	0.905775867
ENSG00000152439	ZNF773	0.8	0.022281604
ENSG00000152443	ZNF776	0.3	0.44869457
ENSG00000152454	ZNF256	-1	0.011376856
ENSG00000152455	SUV39H2	-2.6	2.04E-11
ENSG00000152457	DCLRE1C	-0.2	0.687420875
ENSG00000152463	OLAH	0.2	0.902024534
ENSG00000152464	RPP38	-0.4	0.259761282
ENSG00000152465	NMT2	-0.9	0.006485038
ENSG00000152475	ZNF837	1.5	0.18889274
ENSG00000152484	USP12	-1.1	0.004025023
ENSG00000152492	CCDC50	-0.7	0.08016025
ENSG00000152495	CAMK4	-3.6	3.40E-23
ENSG00000152503	TRIM36	-3	4.85E-14
ENSG00000152518	ZFP36L2	-3.1	3.03E-18
ENSG00000152527	PLEKHH2	-0.5	0.340534349
ENSG00000152556	PFKM	0.1	0.817844211
ENSG00000152558	TMEM123	-0.7	0.111048914
ENSG00000152578	GRIA4	0.9	0.30786621
ENSG00000152580	IGSF10	4.5	1.24E-15
ENSG00000152582	SPEF2	1.7	3.89E-06
ENSG00000152583	SPARCL1	-1.3	0.320700432
ENSG00000152601	MBNL1	-0.8	0.030012433
ENSG00000152611	CAPSL	-0.1	0.938428954
ENSG00000152620	NADK2	-1.9	9.08E-06
ENSG00000152642	GPD1L	-0.5	0.191732856
ENSG00000152661	GJA1	2.5	0.049664641
ENSG00000152669	CCNO	-0.3	0.72955097
ENSG00000152670	DDX4	2.2	0.135637687
ENSG00000152672	CLEC4F	3.9	0.001365989
ENSG00000152683	SLC30A6	-0.3	0.570664947
ENSG00000152684	PELO	-1.3	6.54E-05
ENSG00000152689	RASGRP3	6.2	3.30E-36
ENSG00000152700	SAR1B	-1	0.029128769
ENSG00000152705	CATSPER3	0.4	0.789970297
ENSG00000152749	GPR180	-0.2	0.805685574
ENSG00000152763	WDR78	3.1	1.50E-06
ENSG00000152767	FARP1	-0.6	0.117762378
ENSG00000152778	IFIT5	-1.1	0.007423656
ENSG00000152782	PANK1	-0.6	0.128809533
ENSG00000152784	PRDM8	-3.2	0.006121693
ENSG00000152795	HNRNPDL	-1.2	4.42E-04
ENSG00000152804	HHEX	-2.6	1.32E-14
ENSG00000152818	UTRN	0.8	0.008412667
ENSG00000152894	PTPRK	0.4	0.293921263
ENSG00000152904	GGPS1	-0.2	0.666994762
ENSG00000152926	ZNF117	2.3	1.96E-12
ENSG00000152931	PART1	-1.2	0.011450619
ENSG00000152936	LMNTD1	0.5	0.645484892
ENSG00000152939	MARVELD2	0.6	0.646153167
ENSG00000152942	RAD17	-0.2	0.678156474
ENSG00000152944	MED21	-1.2	0.007160519
ENSG00000152953	STK32B	0.5	0.084880744
ENSG00000152990	ADGRA3	0.1	0.744495808
ENSG00000153006	SREK1IP1	-1.1	0.018972224
ENSG00000153012	LGI2	-3.6	0.004288097
